ida	idb	crca	crcb	pdockq	label	dataset
P31150	Q16828	CRC-BC283A445E50A652	CRC-386612227F5D3B2A		0	negatome
P31150	Q9H2S9	CRC-BC283A445E50A652	CRC-42AE169A3E2E14D3		0	negatome
P31150	P41240	CRC-BC283A445E50A652	CRC-431023A88C54E00C		0	negatome
P31150	Q68DY1	CRC-BC283A445E50A652	CRC-4F631D271B872653		0	negatome
P31150	P62879	CRC-BC283A445E50A652	CRC-5D08FFA240ADEEE6		0	negatome
P31150	Q9UHX1	CRC-BC283A445E50A652	CRC-619F3C30D1C5951C		0	negatome
P31150	Q70SY1	CRC-BC283A445E50A652	CRC-64699072EEB454D3		0	negatome
P31150	Q8TBX8	CRC-BC283A445E50A652	CRC-65D1CBCF0826D476		0	negatome
P31150	P62158	CRC-BC283A445E50A652	CRC-6B4BC3FCDE10727B		0	negatome
P31150	Q93096	CRC-BC283A445E50A652	CRC-702008013D3F3835		0	negatome
P31150	Q02535	CRC-BC283A445E50A652	CRC-7FC38B56B4DCEFBC		0	negatome
P31150	Q92730	CRC-BC283A445E50A652	CRC-9FD56ACB878FBCCA		0	negatome
P31150	Q9NQX6	CRC-BC283A445E50A652	CRC-A9DB42D0870A7767		0	negatome
P31150	Q9UDV6	CRC-BC283A445E50A652	CRC-AF0F7EEC8A482F8A		0	negatome
P31150	P31150	CRC-BC283A445E50A652	CRC-BC283A445E50A652		0	negatome
P31150	Q9UHR5	CRC-BC283A445E50A652	CRC-C48CEFBD73CE82BC		0	negatome
P31150	Q9UH92	CRC-BC283A445E50A652	CRC-D1981730051473C5		0	negatome
P31150	Q9H6S3	CRC-BC283A445E50A652	CRC-DAB07744B04CFEE2		0	negatome
P31150	Q14192	CRC-BC283A445E50A652	CRC-E94E3A7F6601F9F3		0	negatome
O00268	P12962	CRC-BC2F5B5F143DB145	CRC-870CA17343798805		0	negatome
P25942	Q9BUZ4	CRC-BC8776EC2C4A5680	CRC-A3F57E0E1081AB88		0	negatome
P25942	Q13077	CRC-BC8776EC2C4A5680	CRC-A956A123A40D284A		0	negatome
Q66100	Q9LHE5	CRC-BC8C69BF0E535068	CRC-60F108524F91E1E4		0	negatome
Q9Y4Z0	Q9Y4Z0	CRC-BCEFB20247335A1B	CRC-BCEFB20247335A1B		0	negatome
Q04207	Q04863	CRC-BDF1673D2FE398B9	CRC-AA49781A891ED7B8		0	negatome
P03969	P13213	CRC-BE6CE70FA6107129	CRC-BD54FA0F727054D5		0	negatome
O35253	Q922H7	CRC-BEEE751371C0E0CF	CRC-58B70AF005718538		0	negatome
P00772	P22298	CRC-BF07D6855BB50FE2	CRC-0390D3DE28A9655C		0	negatome
O15197	Q5JZY3	CRC-BF1D4D9BE34358A5	CRC-82D60740B7B6B9BD		0	negatome
Q49AN0	Q9UKT4	CRC-BF380424092BEBFB	CRC-196FBC2578F92120		0	negatome
Q49AN0	Q9UK97	CRC-BF380424092BEBFB	CRC-2A88163DAB898D69		0	negatome
Q49AN0	Q8NHM5	CRC-BF380424092BEBFB	CRC-3A1A17B8EA9EA953		0	negatome
Q49AN0	Q9H469	CRC-BF380424092BEBFB	CRC-3AF8CAFDDF75D720		0	negatome
Q49AN0	Q9Y297	CRC-BF380424092BEBFB	CRC-4C67F3B7E400FD37		0	negatome
Q49AN0	Q9UKC9	CRC-BF380424092BEBFB	CRC-61938E434618BA3D		0	negatome
Q49AN0	Q9Y2K7	CRC-BF380424092BEBFB	CRC-88620A363A5C5842		0	negatome
Q49AN0	Q8NEZ5	CRC-BF380424092BEBFB	CRC-D96712BAA1149D8D		0	negatome
P18206	Q62417-3	CRC-BFBD687DA836B0FA	CRC-07C9A74BD794E390		0	negatome
P18206	Q9HBI1	CRC-BFBD687DA836B0FA	CRC-4BA4B50C83083DC7		0	negatome
P03995	P05627	CRC-C0FB500AE1588377	CRC-2BE0E4025B8B1CA3		0	negatome
P51452	Q86Y07	CRC-C1045DD9B226FD94	CRC-9F3F6FCC9280568F		0	negatome
Q00688	Q13330	CRC-C144C5AAB7EA9522	CRC-2D5330F0489AE62E		0	negatome
Q6R0H7	Q76MZ3	CRC-C1497D45498172F7	CRC-5175409E4D50A366		0	negatome
Q80T23	Q9WTL2	CRC-C1560AB677818B57	CRC-1359F7B4EA88D070		0	negatome
Q80T23	Q9R0M6	CRC-C1560AB677818B57	CRC-43F490EAA67D2C9A		0	negatome
Q80T23	Q99KL7	CRC-C1560AB677818B57	CRC-5520BD9CC0F78FB9		0	negatome
Q80T23	Q9JKM7	CRC-C1560AB677818B57	CRC-8C500ED4CE854C24		0	negatome
Q80T23	Q9CQD1	CRC-C1560AB677818B57	CRC-9CDE2FD9B37C261A		0	negatome
P37455	P54394	CRC-C170025FBDACDC5D	CRC-5E2DE3531C18A8C4		0	negatome
O04291	Q64701	CRC-C1802529EFCC4E68	CRC-85BEA8EC064EC06E		0	negatome
O04291	Q61501	CRC-C1802529EFCC4E68	CRC-C5DF18AD3B4DFEFA		0	negatome
P01344	P08069	CRC-C1B0EB1E016BA37A	CRC-AE8A735F87F745C8		0	negatome
P01344	Q32NU6	CRC-C1B0EB1E016BA37A	CRC-BF0976EA85A646E0		0	negatome
P01344	Q90681	CRC-C1B0EB1E016BA37A	CRC-DB33824479CDA1A3		0	negatome
P70217	P97471	CRC-C1BD2FAF6D56E533	CRC-4FBDF5DED4442F86		0	negatome
P08174	P27918	CRC-C1CBE5300F60C176	CRC-5EB42B63F0283917		0	negatome
Q13075	Q9NR28	CRC-C1CE163D55900C6D	CRC-70C2AE0DC654D031		0	negatome
P07522	Q1JU68	CRC-C224A302E9578031	CRC-3ED50215624CFC07		0	negatome
P54256	P54258	CRC-C23C5CB57520B574	CRC-7FB9928DCADF9B1F		0	negatome
P41593	Q9WTJ5	CRC-C2E6CCAF2ABAFEEF	CRC-5EC97385EA11DF97		0	negatome
O60674	Q9JM90	CRC-C30669EF1A7DA80C	CRC-8033C606990AAA75		0	negatome
Q9NQT4	Q9Y2L1	CRC-C3C1FCB39D85B1EE	CRC-92336BA0D06247FE		0	negatome
Q9NQT4	Q9NQT4	CRC-C3C1FCB39D85B1EE	CRC-C3C1FCB39D85B1EE		0	negatome
Q9UHR5	Q9UHR5	CRC-C48CEFBD73CE82BC	CRC-C48CEFBD73CE82BC		0	negatome
P14646-1	Q5FWY5	CRC-C48F576EFA8DF498	CRC-FE96E23EBFAA2924		0	negatome
P14646-2	Q5FWY5	CRC-C48F576EFA8DF498	CRC-FE96E23EBFAA2924		0	negatome
Q71VB4	Q7TPV4	CRC-C4A2BDDD4A410C20	CRC-64D3420981CD0767		0	negatome
P61586	Q9Y613	CRC-C4DA2DC31FF858BC	CRC-E6C7AE1FB8DC3FC7		0	negatome
P61586	Q9NV70	CRC-C4DA2DC31FF858BC	CRC-F63C88E3A7F611BD		0	negatome
Q12933	Q8TDR0	CRC-C508BE185B783B20	CRC-0675AA0E5319D2EB		0	negatome
P08956	P52603	CRC-C5B90A799C455318	CRC-9835588E26B8BA60		0	negatome
P04150	P22087	CRC-C5C90C9A5DD16AAB	CRC-2123F41E01EC557A		0	negatome
P04150	Q92786	CRC-C5C90C9A5DD16AAB	CRC-D243CEB421B313CA		0	negatome
P67775	Q92572	CRC-C602291F78F34555	CRC-1EF17F375881288D		0	negatome
P42229	Q8TAE8	CRC-C64237295F88CFBE	CRC-304C397AEC958804		0	negatome
P32971	Q68396	CRC-C653615682305B1B	CRC-4874D6CC0B1646F5		0	negatome
P32971	Q9YP87	CRC-C653615682305B1B	CRC-FC720DA743F62A2A		0	negatome
P62960	Q66HA7	CRC-C6667CF7CA10D45D	CRC-20EC3C81F39874FA		0	negatome
P04401	P26955	CRC-C6DC091682452AF4	CRC-8E30ECB42C67F89A		0	negatome
P04401	P21183	CRC-C6DC091682452AF4	CRC-A4326D2922571C08		0	negatome
P46939	Q7Z434	CRC-C72CADE8CD666993	CRC-0E23E3E115941EE8		0	negatome
P27512	Q61559	CRC-C7970DAD2FEA534A	CRC-0A2290A54507E0C4		0	negatome
P13861	Q9ULX6	CRC-C7D6E8E476E1DB65	CRC-CBC265BF25996BA2		0	negatome
O60784	O95405	CRC-C7D77B5669476242	CRC-ADE5CB530C1272C6		0	negatome
P43004	Q15050	CRC-C8104E6727979435	CRC-061C3A6174C2E7C2		0	negatome
P43004	Q9UJV9	CRC-C8104E6727979435	CRC-E0A328724E0DF99A		0	negatome
O75528	P10276	CRC-C86153CFA83F9226	CRC-E8D1CF9A1E57CB99		0	negatome
P23769	Q04724	CRC-C879CC932C355E6A	CRC-695FD1A37410EFE5		0	negatome
P10827	Q92786	CRC-C87C7D2F67B1AE49	CRC-D243CEB421B313CA		0	negatome
P06400	P84022	CRC-C8E746111E19CC32	CRC-46DF5E8B371321AC		0	negatome
P06400	P84022	CRC-C8E746111E19CC32	CRC-46DF5E8B371321AC		0	negatome
P06400	Q9NX02	CRC-C8E746111E19CC32	CRC-4DBB0F6E9C2BC8A7		0	negatome
P06400	Q15796	CRC-C8E746111E19CC32	CRC-95406DB5FC0AA4C9		0	negatome
P06400	Q96ST3	CRC-C8E746111E19CC32	CRC-E6A329BE0EAD84CD		0	negatome
O35717	P05532	CRC-C9051AE9C84BA7F5	CRC-03FB4D672248585E		0	negatome
Q91V27	Q9WTL2	CRC-C91444B16B8EFA1D	CRC-1359F7B4EA88D070		0	negatome
Q91V27	Q9R0M6	CRC-C91444B16B8EFA1D	CRC-43F490EAA67D2C9A		0	negatome
Q91V27	Q99KL7	CRC-C91444B16B8EFA1D	CRC-5520BD9CC0F78FB9		0	negatome
Q91V27	Q9JKM7	CRC-C91444B16B8EFA1D	CRC-8C500ED4CE854C24		0	negatome
Q91V27	Q9CQD1	CRC-C91444B16B8EFA1D	CRC-9CDE2FD9B37C261A		0	negatome
P08081	P98078-3	CRC-C939E85B0FD2E124	CRC-856C946BD43C4B07		0	negatome
P25205	P42224	CRC-C967C068B7090558	CRC-054A813522364BA6		0	negatome
P78396	Q14186	CRC-C9C023EEA1CF036D	CRC-3FEEFE1E49FD9ED0		0	negatome
O75175	P25963	CRC-C9D4F8B9FEF6CD90	CRC-088B313226786395		0	negatome
O75175	Q9H9D4	CRC-C9D4F8B9FEF6CD90	CRC-0D3CDA7572D17721		0	negatome
O75175	Q92785	CRC-C9D4F8B9FEF6CD90	CRC-1044B4D3036075FC		0	negatome
O75175	Q8TAU0	CRC-C9D4F8B9FEF6CD90	CRC-10A279CFA3C8A6DB		0	negatome
O75175	Q16828	CRC-C9D4F8B9FEF6CD90	CRC-386612227F5D3B2A		0	negatome
O75175	P18848	CRC-C9D4F8B9FEF6CD90	CRC-3BBB7379DC3B0D07		0	negatome
O75175	Q9H2S9	CRC-C9D4F8B9FEF6CD90	CRC-42AE169A3E2E14D3		0	negatome
O75175	P41240	CRC-C9D4F8B9FEF6CD90	CRC-431023A88C54E00C		0	negatome
O75175	Q68DY1	CRC-C9D4F8B9FEF6CD90	CRC-4F631D271B872653		0	negatome
O75175	P62879	CRC-C9D4F8B9FEF6CD90	CRC-5D08FFA240ADEEE6		0	negatome
O75175	Q9UHX1	CRC-C9D4F8B9FEF6CD90	CRC-619F3C30D1C5951C		0	negatome
O75175	Q70SY1	CRC-C9D4F8B9FEF6CD90	CRC-64699072EEB454D3		0	negatome
O75175	Q8TBX8	CRC-C9D4F8B9FEF6CD90	CRC-65D1CBCF0826D476		0	negatome
O75175	P62158	CRC-C9D4F8B9FEF6CD90	CRC-6B4BC3FCDE10727B		0	negatome
O75175	Q93096	CRC-C9D4F8B9FEF6CD90	CRC-702008013D3F3835		0	negatome
O75175	Q92730	CRC-C9D4F8B9FEF6CD90	CRC-9FD56ACB878FBCCA		0	negatome
O75175	Q9NQX6	CRC-C9D4F8B9FEF6CD90	CRC-A9DB42D0870A7767		0	negatome
O75175	Q9UDV6	CRC-C9D4F8B9FEF6CD90	CRC-AF0F7EEC8A482F8A		0	negatome
O75175	P31150	CRC-C9D4F8B9FEF6CD90	CRC-BC283A445E50A652		0	negatome
O75175	Q9UHR5	CRC-C9D4F8B9FEF6CD90	CRC-C48CEFBD73CE82BC		0	negatome
O75175	O75175	CRC-C9D4F8B9FEF6CD90	CRC-C9D4F8B9FEF6CD90		0	negatome
O75175	Q9UH92	CRC-C9D4F8B9FEF6CD90	CRC-D1981730051473C5		0	negatome
O75175	Q9H6S3	CRC-C9D4F8B9FEF6CD90	CRC-DAB07744B04CFEE2		0	negatome
O75175	Q14192	CRC-C9D4F8B9FEF6CD90	CRC-E94E3A7F6601F9F3		0	negatome
O75175	P18847	CRC-C9D4F8B9FEF6CD90	CRC-EC5D8F065EEE2D9C		0	negatome
O75175	P17036	CRC-C9D4F8B9FEF6CD90	CRC-EEF50906695779A6		0	negatome
O75175	P36915	CRC-C9D4F8B9FEF6CD90	CRC-F8EBB4EDBB73D929		0	negatome
D3ZWB1	Q80WE1	CRC-CA3E6E67454E7465	CRC-8EFBEC47E6B818F4		0	negatome
O35984	Q7TPV4	CRC-CB6B71A6FE207E8D	CRC-64D3420981CD0767		0	negatome
P35222	P35638	CRC-CB78F165A3EEF86E	CRC-31905293FB1FBBE2		0	negatome
P35222	P62136	CRC-CB78F165A3EEF86E	CRC-60C37E1AD9831DAC		0	negatome
O43823	Q9ULX6	CRC-CBCD5F014FD94B66	CRC-CBC265BF25996BA2		0	negatome
O35718	P05532	CRC-CD3859561D4CCDED	CRC-03FB4D672248585E		0	negatome
O35718	P52332	CRC-CD3859561D4CCDED	CRC-0B9816AEA5B3868B		0	negatome
O35718	Q62120	CRC-CD3859561D4CCDED	CRC-7BA35989B880D0A6		0	negatome
P0A6F5	P0AFS3	CRC-CD3A0FB505F74AD1	CRC-73B942EE144E2CC3		0	negatome
P63092	P63244	CRC-CD541181FC4412EF	CRC-257F91E369ED2044		0	negatome
Q62725	Q66HA7	CRC-CD663F057DF7B6A6	CRC-20EC3C81F39874FA		0	negatome
O70355	Q02242	CRC-CE09E537F72CF123	CRC-4AD3C5F0F9D4200A		0	negatome
O70355	P09793	CRC-CE09E537F72CF123	CRC-5318FAAF416F4685		0	negatome
O70355	P09793	CRC-CE09E537F72CF123	CRC-5318FAAF416F4685		0	negatome
O70355	P09793	CRC-CE09E537F72CF123	CRC-5318FAAF416F4685		0	negatome
O70355	P09793	CRC-CE09E537F72CF123	CRC-5318FAAF416F4685		0	negatome
O70355	P09793	CRC-CE09E537F72CF123	CRC-5318FAAF416F4685		0	negatome
O70355	P09793	CRC-CE09E537F72CF123	CRC-5318FAAF416F4685		0	negatome
O70355	Q9WVS0	CRC-CE09E537F72CF123	CRC-87D97F0DC44ADCA7		0	negatome
O70355	Q7TSA3	CRC-CE09E537F72CF123	CRC-A5B4584BAC882B93		0	negatome
O70355	P31041	CRC-CE09E537F72CF123	CRC-C8E1339DD7E53CA6		0	negatome
P51531	Q14526	CRC-CE69BBB287D35AB5	CRC-6DDD0F49C4E490D3		0	negatome
O75360	Q04724	CRC-CE6D59B3D295A86D	CRC-695FD1A37410EFE5		0	negatome
P29351	Q8C180	CRC-CF17300D032638D2	CRC-DFFE8A818BFF8631		0	negatome
Q04047	Q08473	CRC-CFB2F4A35A306D95	CRC-68E84791A924EED4		0	negatome
O08983	Q99KG7	CRC-CFBB610E3F5A7B89	CRC-3167737195F7F3BD		0	negatome
P63146	P63165	CRC-CFDEEEE7E06840BE	CRC-89BE97D2D054FB33		0	negatome
P97503	Q60974	CRC-D089523714C86BA6	CRC-52208B40382F7E6A		0	negatome
P97503	Q9Z2V6	CRC-D089523714C86BA6	CRC-63071AF45B87815A		0	negatome
P97503	Q9WU42	CRC-D089523714C86BA6	CRC-8068020DF0AAB9B7		0	negatome
P97503	Q8C2B3	CRC-D089523714C86BA6	CRC-8D4B455CE6F95483		0	negatome
P47708	P61027	CRC-D09F8D8D2CBB271E	CRC-7F02B8E8E46EE1E8		0	negatome
P21274	Q24468	CRC-D0C03B63B1D5C4E2	CRC-B3F754DC603EC5BC		0	negatome
Q08999	Q15796	CRC-D129032FB1F383D4	CRC-95406DB5FC0AA4C9		0	negatome
Q08999	Q8TAK5	CRC-D129032FB1F383D4	CRC-DB0940BDDBF499C0		0	negatome
P59190	Q9UJ41	CRC-D16A0C71797ED782	CRC-49ACABA276E65E91		0	negatome
P59190	Q15276	CRC-D16A0C71797ED782	CRC-CAAF91638B8ED516		0	negatome
Q9QXX8	Q9WVR4	CRC-D17E4B099F4EA579	CRC-01F6814D4C3B5654		0	negatome
Q9UH92	Q9UHX1	CRC-D1981730051473C5	CRC-619F3C30D1C5951C		0	negatome
Q9UH92	Q9UH92	CRC-D1981730051473C5	CRC-D1981730051473C5		0	negatome
P35293	Q80T23	CRC-D1B0F48666999B77	CRC-C1560AB677818B57		0	negatome
P35293	Q91V27	CRC-D1B0F48666999B77	CRC-C91444B16B8EFA1D		0	negatome
P43403	Q6PIZ9	CRC-D1E1A8EC66FA116F	CRC-236A4BEFF427EA3E		0	negatome
B9EKI3	P42224	CRC-D208A815FF740CF1	CRC-054A813522364BA6		0	negatome
P10398	P10415	CRC-D23E5711304AA468	CRC-3C49F2B714DC9CCB		0	negatome
P10398	Q07817	CRC-D23E5711304AA468	CRC-E09D3CDD851AE9BE		0	negatome
Q92786	Q9Y618	CRC-D243CEB421B313CA	CRC-70A89C9A19612AAD		0	negatome
Q6PJ80	Q9P055	CRC-D31E1049D4DB241B	CRC-F294B4CAFDDCECE4		0	negatome
Q60749	Q96PV0	CRC-D33DE960BEA9E5AA	CRC-D9ABE21054677AA0		0	negatome
P51572	Q07812	CRC-D34367F870D6EB00	CRC-6C0CDB0A7DEE4994		0	negatome
Q5T3J3	Q9H213	CRC-D39A2BB494F16AAA	CRC-408C59F0CCAA6781		0	negatome
Q5T3J3	Q9UKY1	CRC-D39A2BB494F16AAA	CRC-66CF1CEC5EF824E5		0	negatome
Q5T3J3	Q7L311	CRC-D39A2BB494F16AAA	CRC-7627CBFFE61C329B		0	negatome
Q5T3J3	Q5T3J3	CRC-D39A2BB494F16AAA	CRC-D39A2BB494F16AAA		0	negatome
Q5T3J3	Q8NI70	CRC-D39A2BB494F16AAA	CRC-F073C2BA91FE0059		0	negatome
Q5UEC5	Q9VR21	CRC-D3B09DF5396B95F3	CRC-51F8CBEEACF33D32		0	negatome
P68400	Q9UBF6	CRC-D3B6F5D13FF7422D	CRC-CE1E6CAC940C8257		0	negatome
P68400	P68400	CRC-D3B6F5D13FF7422D	CRC-D3B6F5D13FF7422D		0	negatome
O00628	Q92968	CRC-D405387F7F14B432	CRC-1E85BEE04366C01C		0	negatome
O00628	P56589	CRC-D405387F7F14B432	CRC-3515A1F29656B7CC		0	negatome
O00628	Q9Y5Y5	CRC-D405387F7F14B432	CRC-57243AEE0B165C59		0	negatome
O00628	O60683	CRC-D405387F7F14B432	CRC-9CF2CE5E4C797799		0	negatome
O00628	O00628	CRC-D405387F7F14B432	CRC-D405387F7F14B432		0	negatome
O00628	O75192	CRC-D405387F7F14B432	CRC-D904EC715271FF87		0	negatome
O00628	O96011	CRC-D405387F7F14B432	CRC-DC26CE30021C7B8D		0	negatome
O00628	P28328	CRC-D405387F7F14B432	CRC-F624F93C613FF2DB		0	negatome
O00628	O75381	CRC-D405387F7F14B432	CRC-FED28F62A0B94E7F		0	negatome
P08957	P52603	CRC-D41C02203747C965	CRC-9835588E26B8BA60		0	negatome
P06750	P97797	CRC-D455F2A72F609759	CRC-F3C483B0DC99BD9A		0	negatome
P63104	Q01814	CRC-D464DF2286BBFE60	CRC-7F10221B7B9AC3A2		0	negatome
P63104	Q92574	CRC-D464DF2286BBFE60	CRC-EF15509385C7AACC		0	negatome
P10636	P49841	CRC-D46C66CDBCD196E8	CRC-4ACC24D00CDBB9C3		0	negatome
P32481	P38431	CRC-D498AE62BC3E81CD	CRC-1A1DA563B4ED1B1F		0	negatome
Q66H76	Q9Z1P2	CRC-D4B9477CC0B7BB7E	CRC-2360D496D0A84095		0	negatome
P17480	P68400	CRC-D4F0F8BB180E757D	CRC-D3B6F5D13FF7422D		0	negatome
P29590	P35548	CRC-D50968A977E34287	CRC-5B61B75F4A7C4AFD		0	negatome
O60885	P12004	CRC-D52EFE1CF9960907	CRC-E6F08E7EDBC48B00		0	negatome
P78364	Q92769	CRC-D53764F80931A938	CRC-775419CCCDAE07FA		0	negatome
Q6Y5D8	Q8CIN4	CRC-D55F2E694A153D90	CRC-D8BDA7B193D41B1B		0	negatome
P46934	Q9Y5X1	CRC-D56EBBC50A34F13B	CRC-963892AC1A5A9227		0	negatome
P16092	P54130	CRC-D5A4695FA680926B	CRC-4A3CE894DFF643EB		0	negatome
O60716	P14923	CRC-D5C37489A891F292	CRC-3519A0973748BCF4		0	negatome
O60716	P60568	CRC-D5C37489A891F292	CRC-59E2F40F25860F84		0	negatome
O60716	P25054	CRC-D5C37489A891F292	CRC-77E194AE4A91DC5A		0	negatome
O60716	P35221	CRC-D5C37489A891F292	CRC-7AAE6F5DDBAF5099		0	negatome
O60716	Q9UBT7	CRC-D5C37489A891F292	CRC-8756237C73AAEA31		0	negatome
O60716	P35222	CRC-D5C37489A891F292	CRC-CB78F165A3EEF86E		0	negatome
O60716	O60716	CRC-D5C37489A891F292	CRC-D5C37489A891F292		0	negatome
P62826	Q7L099	CRC-D5C9B7275C34BCE0	CRC-E8657DF068BE4113		0	negatome
P03244	Q13158	CRC-D6665B27183720CC	CRC-0E65E2F852E83507		0	negatome
P03244	Q14790	CRC-D6665B27183720CC	CRC-7A5FEAA6B39B582F		0	negatome
P01135	Q969G9	CRC-D692184F9353DE47	CRC-E50E528042662CDE		0	negatome
Q01593	Q9LZP8	CRC-D6A0F740D733060F	CRC-3DC0F19D229597EB		0	negatome
P15337	P60042	CRC-D6D715DEED679FF2	CRC-D48B5454C4490375		0	negatome
Q02248	Q02257	CRC-D708F170A3FBED6E	CRC-9609619D94052FC5		0	negatome
Q02248	Q8BN78	CRC-D708F170A3FBED6E	CRC-CFD23E0C15B491D1		0	negatome
Q99104	Q9ERI2	CRC-D729DF9222EBCAA0	CRC-C6857EBDD7F38137		0	negatome
O96020	P49736	CRC-D7DC9BEEF3FD62EC	CRC-52C6DC61F128B404		0	negatome
P09731	P11021	CRC-D7F033C8009502BC	CRC-59B7D8D85BC32A00		0	negatome
Q15080	Q86UR1	CRC-D82FE9E5BA12890B	CRC-64DFBF64C59722AD		0	negatome
O60907	Q04724	CRC-D830A37781E2A15C	CRC-695FD1A37410EFE5		0	negatome
O60907	P09874	CRC-D830A37781E2A15C	CRC-6A5FC01EB91C046B		0	negatome
Q07820	Q92843	CRC-D85821AC59275F1F	CRC-3542243A532B1762		0	negatome
Q07820-1	Q92843	CRC-D85821AC59275F1F	CRC-3542243A532B1762		0	negatome
Q07820-2	Q92843	CRC-D85821AC59275F1F	CRC-3542243A532B1762		0	negatome
Q07820-2	Q16611	CRC-D85821AC59275F1F	CRC-A2200FE72A46D04E		0	negatome
Q07820-1	Q07820-1	CRC-D85821AC59275F1F	CRC-D85821AC59275F1F		0	negatome
Q07820-2	Q07820-2	CRC-D85821AC59275F1F	CRC-D85821AC59275F1F		0	negatome
P17141	P25976	CRC-D873AEEB2547F809	CRC-006A20A7F968DB6A		0	negatome
P45481	Q9WTL8	CRC-D89AF52B7BD33347	CRC-9669C3712A95C2DE		0	negatome
P00533	Q96B97	CRC-D8A2A50B4EFB6ED2	CRC-3BD350FCDB14BD4C		0	negatome
P00533	P01375	CRC-D8A2A50B4EFB6ED2	CRC-3DF90F96C9031FFE		0	negatome
P00533	P16333	CRC-D8A2A50B4EFB6ED2	CRC-554E9B1A936AEF30		0	negatome
P00533	P01583	CRC-D8A2A50B4EFB6ED2	CRC-CBCCC49569D9ED40		0	negatome
P09729	P11021	CRC-D8B0EBA23A8B7067	CRC-59B7D8D85BC32A00		0	negatome
Q8CIN4	Q8CIN4	CRC-D8BDA7B193D41B1B	CRC-D8BDA7B193D41B1B		0	negatome
P25446	Q6DQH2	CRC-D8DA95CA525CED56	CRC-42E83543ECD91E6E		0	negatome
O75192	Q92968	CRC-D904EC715271FF87	CRC-1E85BEE04366C01C		0	negatome
O75192	P56589	CRC-D904EC715271FF87	CRC-3515A1F29656B7CC		0	negatome
O75192	Q9Y5Y5	CRC-D904EC715271FF87	CRC-57243AEE0B165C59		0	negatome
O75192	O75192	CRC-D904EC715271FF87	CRC-D904EC715271FF87		0	negatome
O75192	O96011	CRC-D904EC715271FF87	CRC-DC26CE30021C7B8D		0	negatome
O75192	P28328	CRC-D904EC715271FF87	CRC-F624F93C613FF2DB		0	negatome
O75192	O75381	CRC-D904EC715271FF87	CRC-FED28F62A0B94E7F		0	negatome
O35182	Q922H7	CRC-D9282D42B120C507	CRC-58B70AF005718538		0	negatome
O35182	P70323	CRC-D9282D42B120C507	CRC-F6FE34621B2E7164		0	negatome
Q20758	Q9U377	CRC-D93C88E3C26D64B9	CRC-3AB8269966FDB513		0	negatome
Q20758	Q9UIL1	CRC-D93C88E3C26D64B9	CRC-F0EDFE11873E9B0B		0	negatome
Q9H6S3	Q9H9D4	CRC-DAB07744B04CFEE2	CRC-0D3CDA7572D17721		0	negatome
Q9H6S3	Q9UHX1	CRC-DAB07744B04CFEE2	CRC-619F3C30D1C5951C		0	negatome
Q9H6S3	Q9NQX6	CRC-DAB07744B04CFEE2	CRC-A9DB42D0870A7767		0	negatome
Q9H6S3	Q9UDV6	CRC-DAB07744B04CFEE2	CRC-AF0F7EEC8A482F8A		0	negatome
Q9H6S3	Q9UHR5	CRC-DAB07744B04CFEE2	CRC-C48CEFBD73CE82BC		0	negatome
Q9H6S3	Q9UH92	CRC-DAB07744B04CFEE2	CRC-D1981730051473C5		0	negatome
Q9H6S3	Q9H6S3	CRC-DAB07744B04CFEE2	CRC-DAB07744B04CFEE2		0	negatome
Q6Y2X3	Q9HAV0	CRC-DAECF48B7196C7F2	CRC-EDF085155A1EDC89		0	negatome
O15315	O43542	CRC-DB0B9AE82F44A52B	CRC-4DDF3B163C3B3332		0	negatome
O15315	Q9BXW9	CRC-DB0B9AE82F44A52B	CRC-BF931980ADA67405		0	negatome
P01186	P30560	CRC-DB369FED09A74698	CRC-4F452C8DF7B4C900		0	negatome
O15304	Q9UBY5	CRC-DB62B7DF4E6B39B3	CRC-105DC9DD185E2CE7		0	negatome
O15304	Q92633	CRC-DB62B7DF4E6B39B3	CRC-4CA6262FD00DFE74		0	negatome
P16471	P67930	CRC-DB7FD0328608C787	CRC-77EC37A102584429		0	negatome
O75414	P04637	CRC-DB8C5E046FACD143	CRC-AD5C149FD8106131		0	negatome
O96011	Q92968	CRC-DC26CE30021C7B8D	CRC-1E85BEE04366C01C		0	negatome
O96011	P56589	CRC-DC26CE30021C7B8D	CRC-3515A1F29656B7CC		0	negatome
O96011	Q9Y5Y5	CRC-DC26CE30021C7B8D	CRC-57243AEE0B165C59		0	negatome
O96011	O96011	CRC-DC26CE30021C7B8D	CRC-DC26CE30021C7B8D		0	negatome
O96011	P28328	CRC-DC26CE30021C7B8D	CRC-F624F93C613FF2DB		0	negatome
Q6R0H1	Q8W420	CRC-DC327F40AB75AAF5	CRC-FDB9F994CBF0D017		0	negatome
P38532	Q99K43	CRC-DCB6418FC12F5F43	CRC-267E2966FF237BD1		0	negatome
Q7TMS5	Q9DBM0	CRC-DCD70C5D9FA2BA5F	CRC-78012611A5DF2589		0	negatome
P35279	Q91V27	CRC-DD08CC2914668FD4	CRC-C91444B16B8EFA1D		0	negatome
P61588	P70336	CRC-DD2D4021CD42BACC	CRC-7A4F331165038161		0	negatome
P61587	Q8WU20	CRC-DD2D4021CD42BACC	CRC-833714EE12097C75		0	negatome
P11655	P48415	CRC-DD4CEED041E776C3	CRC-757B7A7231BEE6F0		0	negatome
