From	To	crc_hash	source	description
Q99547	Q99547	CRC-506D5274C839BD7E	query	sp|Q99547|MPH6_HUMAN M-phase phosphoprotein 6 OS=Homo sapiens OX=9606 GN=MPHOSPH6 PE=1 SV=2
Q13642	Q13642	CRC-50FD17F7B2606823	query	sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4
Q13976	Q13976	CRC-51389502A5E5FBD2	query	sp|Q13976|KGP1_HUMAN cGMP-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PRKG1 PE=1 SV=3
P14619	Q13976	CRC-51389502A5E5FBD2	query	sp|Q13976|KGP1_HUMAN cGMP-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PRKG1 PE=1 SV=3
P55196	P55196	CRC-51486232F183A3BA	query	sp|P55196|AFAD_HUMAN Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3
P49717	P49717	CRC-516ACC1A3C6FB16E	query	sp|P49717|MCM4_MOUSE DNA replication licensing factor MCM4 OS=Mus musculus OX=10090 GN=Mcm4 PE=1 SV=1
Q9ES97	Q9ES97	CRC-5170809A696F8F7A	query	sp|Q9ES97|RTN3_MOUSE Reticulon-3 OS=Mus musculus OX=10090 GN=Rtn3 PE=1 SV=2
P30153	P30153	CRC-5174EBE94D537836	query	sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4
Q76MZ3	Q76MZ3	CRC-5175409E4D50A366	query	sp|Q76MZ3|2AAA_MOUSE Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r1a PE=1 SV=3
P10147	P10147	CRC-517865D5D6776CA8	query	sp|P10147|CCL3_HUMAN C-C motif chemokine 3 OS=Homo sapiens OX=9606 GN=CCL3 PE=1 SV=1
P49116	P49116	CRC-5180BDC3F3C8BD79	query	sp|P49116|NR2C2_HUMAN Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens OX=9606 GN=NR2C2 PE=1 SV=1
P0C605	P0C605	CRC-51878E2D27F26A22	query	sp|P0C605|KGP1_MOUSE cGMP-dependent protein kinase 1 OS=Mus musculus OX=10090 GN=Prkg1 PE=1 SV=1
Q8QHK8	Q8QHK8	CRC-51990EC50A556092	query	sp|Q8QHK8|MK08_XENLA Mitogen-activated protein kinase 8 OS=Xenopus laevis OX=8355 GN=mapk8 PE=2 SV=2
P60953	P60953	CRC-51A437E22A4D8FFF	query	sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2
Q8CFN2	Q8CFN2	CRC-51A437E22A4D8FFF	query	sp|Q8CFN2|CDC42_RAT Cell division control protein 42 homolog OS=Rattus norvegicus OX=10116 GN=Cdc42 PE=1 SV=2
P60766	P60766	CRC-51A437E22A4D8FFF	query	sp|P60766|CDC42_MOUSE Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2
P51679	P51679	CRC-51EBE12AD1FAFABF	query	sp|P51679|CCR4_HUMAN C-C chemokine receptor type 4 OS=Homo sapiens OX=9606 GN=CCR4 PE=1 SV=1
Q9VR21	Q9VR21	CRC-51F8CBEEACF33D32	query	tr|Q9VR21|Q9VR21_DROME Transcription initiation factor TFIID subunit 12 OS=Drosophila melanogaster OX=7227 GN=Taf12L PE=2 SV=1
Q05516	Q05516	CRC-51F8E361FA31239E	query	sp|Q05516|ZBT16_HUMAN Zinc finger and BTB domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ZBTB16 PE=1 SV=2
Q60974	Q60974	CRC-52208B40382F7E6A	query	sp|Q60974|NCOR1_MOUSE Nuclear receptor corepressor 1 OS=Mus musculus OX=10090 GN=Ncor1 PE=1 SV=1
P06537	P06537	CRC-528730BD2C517554	query	sp|P06537|GCR_MOUSE Glucocorticoid receptor OS=Mus musculus OX=10090 GN=Nr3c1 PE=1 SV=2
P49736	P49736	CRC-52C6DC61F128B404	query	sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4
Q9Z0G0	Q9Z0G0	CRC-52E5ED6092EA9300	query	sp|Q9Z0G0|GIPC1_MOUSE PDZ domain-containing protein GIPC1 OS=Mus musculus OX=10090 GN=Gipc1 PE=1 SV=1
Q62600	Q62600	CRC-52E905C3134E244D	query	sp|Q62600|NOS3_RAT Nitric oxide synthase, endothelial OS=Rattus norvegicus OX=10116 GN=Nos3 PE=1 SV=4
Q8VHG2	Q8VHG2	CRC-530D84854E943CD4	query	sp|Q8VHG2|AMOT_MOUSE Angiomotin OS=Mus musculus OX=10090 GN=Amot PE=1 SV=3
P09793	P09793	CRC-5318FAAF416F4685	query	sp|P09793|CTLA4_MOUSE Cytotoxic T-lymphocyte protein 4 OS=Mus musculus OX=10090 GN=Ctla4 PE=1 SV=1
Q96Q05	Q96Q05	CRC-532932462A6853CC	query	sp|Q96Q05|TPPC9_HUMAN Trafficking protein particle complex subunit 9 OS=Homo sapiens OX=9606 GN=TRAPPC9 PE=1 SV=2
Q8VHZ5	Q8VHZ5	CRC-53648D6100CE5B0D	query	sp|Q8VHZ5|DDT4L_MOUSE DNA damage-inducible transcript 4-like protein OS=Mus musculus OX=10090 GN=Ddit4l PE=2 SV=1
P31695	P31695	CRC-53D7F86394FC40BD	query	sp|P31695|NOTC4_MOUSE Neurogenic locus notch homolog protein 4 OS=Mus musculus OX=10090 GN=Notch4 PE=1 SV=3
P31007-7	P31007	CRC-544D1E1AD03B0674	query	sp|P31007|DLG1_DROME Disks large 1 tumor suppressor protein OS=Drosophila melanogaster OX=7227 GN=dlg1 PE=1 SV=2
P03372	P03372	CRC-5455C57AB0CCCAA7	query	sp|P03372|ESR1_HUMAN Estrogen receptor OS=Homo sapiens OX=9606 GN=ESR1 PE=1 SV=2
Q6NXK8	Q6NXK8	CRC-5462B3FEB5532726	query	sp|Q6NXK8|ASIC1_MOUSE Acid-sensing ion channel 1 OS=Mus musculus OX=10090 GN=Asic1 PE=1 SV=1
Q13651	Q13651	CRC-54B183ABE84808DB	query	sp|Q13651|I10R1_HUMAN Interleukin-10 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL10RA PE=1 SV=2
P20917	P20917	CRC-54E7D53096010905	query	sp|P20917|MAG_MOUSE Myelin-associated glycoprotein OS=Mus musculus OX=10090 GN=Mag PE=1 SV=3
Q99KL7	Q99KL7	CRC-5520BD9CC0F78FB9	query	sp|Q99KL7|RAB28_MOUSE Ras-related protein Rab-28 OS=Mus musculus OX=10090 GN=Rab28 PE=1 SV=1
P16333	P16333	CRC-554E9B1A936AEF30	query	sp|P16333|NCK1_HUMAN Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1
P41350	P41350	CRC-55E8F6ABC7514FD2	query	sp|P41350|CAV1_RAT Caveolin-1 OS=Rattus norvegicus OX=10116 GN=Cav1 PE=1 SV=3
P60763	P60763	CRC-560BBC26BB7CDF4A	query	sp|P60763|RAC3_HUMAN Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens OX=9606 GN=RAC3 PE=1 SV=1
Q15628	Q15628	CRC-5645D7E63E5FF05A	query	sp|Q15628|TRADD_HUMAN Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens OX=9606 GN=TRADD PE=1 SV=2
O43543	O43543	CRC-5656277E74C06074	query	sp|O43543|XRCC2_HUMAN DNA repair protein XRCC2 OS=Homo sapiens OX=9606 GN=XRCC2 PE=1 SV=1
O43447	O43447	CRC-566BCE6361E0F339	query	sp|O43447|PPIH_HUMAN Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1
P23634	P23634	CRC-568544103CD5F494	query	sp|P23634|AT2B4_HUMAN Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2
Q8CBD1	Q8CBD1	CRC-56ABD0C2A5AAC0A1	query	sp|Q8CBD1|NRIP1_MOUSE Nuclear receptor-interacting protein 1 OS=Mus musculus OX=10090 GN=Nrip1 PE=1 SV=1
Q96RL1	Q96RL1	CRC-56B7699E42395861	query	sp|Q96RL1|UIMC1_HUMAN BRCA1-A complex subunit RAP80 OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=2
Q9QVC8	Q9QVC8	CRC-5701387E5DC991C8	query	sp|Q9QVC8|FKBP4_RAT Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Rattus norvegicus OX=10116 GN=Fkbp4 PE=1 SV=3
Q9Y5Y5	Q9Y5Y5	CRC-57243AEE0B165C59	query	sp|Q9Y5Y5|PEX16_HUMAN Peroxisomal membrane protein PEX16 OS=Homo sapiens OX=9606 GN=PEX16 PE=1 SV=2
O43353	O43353	CRC-575A692239505792	query	sp|O43353|RIPK2_HUMAN Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=RIPK2 PE=1 SV=2
O35551	O35551	CRC-5796514BB94E7CE5	query	sp|O35551|RABE1_MOUSE Rab GTPase-binding effector protein 1 OS=Mus musculus OX=10090 GN=Rabep1 PE=1 SV=2
B2ZZS9	B2ZZS9	CRC-57E722C76602443E	query	sp|B2ZZS9|WDR55_ORYLA WD repeat-containing protein 55 OS=Oryzias latipes OX=8090 GN=wdr55 PE=1 SV=1
O35430	O35430	CRC-57F6EEA458376CAD	query	sp|O35430|APBA1_RAT Amyloid-beta A4 precursor protein-binding family A member 1 OS=Rattus norvegicus OX=10116 GN=Apba1 PE=1 SV=1
P53994	P53994	CRC-58231E3F9EF007A5	query	sp|P53994|RAB2A_MOUSE Ras-related protein Rab-2A OS=Mus musculus OX=10090 GN=Rab2a PE=1 SV=1
Q965M2	Q965M2	CRC-5854EDDA671E45C2	query	sp|Q965M2|SMA10_CAEEL Leucine-rich repeats and immunoglobulin-like domains protein sma-10 OS=Caenorhabditis elegans OX=6239 GN=sma-10 PE=1 SV=1
Q9U6W1	Q9U6W1	CRC-58636C2E8C8C58BC	query	tr|Q9U6W1|Q9U6W1_9TRYP DNA repair protein RAD51 homolog OS=Trypanosoma brucei OX=5691 GN=RAD51 PE=3 SV=1
Q922H7	Q922H7	CRC-58B70AF005718538	query	sp|Q922H7|RSLBB_MOUSE Ras-like protein family member 11B OS=Mus musculus OX=10090 GN=Rasl11b PE=2 SV=1
P20153	P20153	CRC-58BA37A9FD9EBE80	query	sp|P20153|USP_DROME Protein ultraspiracle OS=Drosophila melanogaster OX=7227 GN=usp PE=1 SV=1
P35396	P35396	CRC-58E0F595DD193FDA	query	sp|P35396|PPARD_MOUSE Peroxisome proliferator-activated receptor delta OS=Mus musculus OX=10090 GN=Ppard PE=1 SV=1
P36046	P36046	CRC-5904E8D0213D6EFA	query	sp|P36046|MIA40_YEAST Mitochondrial intermembrane space import and assembly protein 40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIA40 PE=1 SV=2
Q9EQW6	Q9EQW6	CRC-598AE76CB512D716	query	sp|Q9EQW6|OLIG2_MOUSE Oligodendrocyte transcription factor 2 OS=Mus musculus OX=10090 GN=Olig2 PE=1 SV=1
P11021	P11021	CRC-59B7D8D85BC32A00	query	sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2
P60568	P60568	CRC-59E2F40F25860F84	query	sp|P60568|IL2_HUMAN Interleukin-2 OS=Homo sapiens OX=9606 GN=IL2 PE=1 SV=1
P35968	P35968	CRC-59E7C44B05CFEBB3	query	sp|P35968|VGFR2_HUMAN Vascular endothelial growth factor receptor 2 OS=Homo sapiens OX=9606 GN=KDR PE=1 SV=2
Q8K1S4	Q8K1S4	CRC-59F04BA2E196C1DB	query	sp|Q8K1S4|UNC5A_MOUSE Netrin receptor UNC5A OS=Mus musculus OX=10090 GN=Unc5a PE=1 SV=1
Q07666	Q07666	CRC-59FB4DB6FB4DBE98	query	sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1
Q76RI8	Q76RI8	CRC-5A13A3DB1902C306	query	tr|Q76RI8|Q76RI8_HHV8 Bcl-2 OS=Human herpesvirus 8 OX=37296 GN=ORF16 PE=1 SV=1
O15360	O15360	CRC-5A1918F2BEF4BC50	query	sp|O15360|FANCA_HUMAN Fanconi anemia group A protein OS=Homo sapiens OX=9606 GN=FANCA PE=1 SV=2
P04601	P04601	CRC-5A26976E95483E9C	query	sp|P04601|NEF_HV1H2 Protein Nef OS=Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) OX=11706 GN=nef PE=1 SV=5
P56546	P56546	CRC-5A81B9D75A9E493B	query	sp|P56546|CTBP2_MOUSE C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=2
Q9Y4K3	Q9Y4K3	CRC-5AB9C255CCFEE749	query	sp|Q9Y4K3|TRAF6_HUMAN TNF receptor-associated factor 6 OS=Homo sapiens OX=9606 GN=TRAF6 PE=1 SV=1
P00797	P00797	CRC-5AFDF8E973B21EDA	query	sp|P00797|RENI_HUMAN Renin OS=Homo sapiens OX=9606 GN=REN PE=1 SV=1
P35548	P35548	CRC-5B61B75F4A7C4AFD	query	sp|P35548|MSX2_HUMAN Homeobox protein MSX-2 OS=Homo sapiens OX=9606 GN=MSX2 PE=1 SV=3
O15105	O15105	CRC-5B76EC986776C102	query	sp|O15105|SMAD7_HUMAN Mothers against decapentaplegic homolog 7 OS=Homo sapiens OX=9606 GN=SMAD7 PE=1 SV=1
B1P6E5	B1P6E5	CRC-5BB61D5D0E309EBB	query	tr|B1P6E5|B1P6E5_9FLAV Genome polyprotein (Fragment) OS=Japanese encephalitis virus OX=11072 GN=NS5 PE=4 SV=1
Q08170	Q08170	CRC-5BBAB917C218C20A	query	sp|Q08170|SRSF4_HUMAN Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2
Q16143	Q16143	CRC-5BCA9FCA615AC4EF	query	sp|Q16143|SYUB_HUMAN Beta-synuclein OS=Homo sapiens OX=9606 GN=SNCB PE=1 SV=1
Q3UES3	Q3UES3	CRC-5C1E11B74BB11FC9	query	sp|Q3UES3|TNKS2_MOUSE Poly [ADP-ribose] polymerase tankyrase-2 OS=Mus musculus OX=10090 GN=Tnks2 PE=2 SV=2
K4CRX6	K4CRX6	CRC-5C54BCCDAD1BD5DE	uniparc	tr|A0A3Q7HYS2|A0A3Q7HYS2_SOLLC SHSP domain-containing protein OS=Solanum lycopersicum OX=4081 PE=3 SV=1
Q13415	Q13415	CRC-5C594553F7F808E2	query	sp|Q13415|ORC1_HUMAN Origin recognition complex subunit 1 OS=Homo sapiens OX=9606 GN=ORC1 PE=1 SV=2
Q9UKV8	Q9UKV8	CRC-5C8552C43FC81345	query	sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3
P19632	P19632	CRC-5CA621610401D550	query	sp|P19632|PHOS_BOVIN Phosducin OS=Bos taurus OX=9913 GN=PDC PE=1 SV=2
Q8IUC6	Q8IUC6	CRC-5D071E3BE9240D9A	query	sp|Q8IUC6|TCAM1_HUMAN TIR domain-containing adapter molecule 1 OS=Homo sapiens OX=9606 GN=TICAM1 PE=1 SV=1
P62880	P62880	CRC-5D08FFA240ADEEE6	query	sp|P62880|GBB2_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=3
P62879	P62879	CRC-5D08FFA240ADEEE6	query	sp|P62879|GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3
Q61205	Q61205	CRC-5D3C63E2A611670B	query	sp|Q61205|PA1B3_MOUSE Platelet-activating factor acetylhydrolase IB subunit alpha1 OS=Mus musculus OX=10090 GN=Pafah1b3 PE=1 SV=1
O08849	O08849	CRC-5D6E255C2BC7E7FA	query	sp|O08849|RGS2_MOUSE Regulator of G-protein signaling 2 OS=Mus musculus OX=10090 GN=Rgs2 PE=2 SV=2
P07203	P07203	CRC-5DB11579C66FE8E5	query	sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4
P30882	P30882	CRC-5DFD66F4684FE1C8	query	sp|P30882|CCL5_MOUSE C-C motif chemokine 5 OS=Mus musculus OX=10090 GN=Ccl5 PE=1 SV=2
P18627	P18627	CRC-5E0BDEF20E9E36D2	query	sp|P18627|LAG3_HUMAN Lymphocyte activation gene 3 protein OS=Homo sapiens OX=9606 GN=LAG3 PE=1 SV=5
P49768	P49768	CRC-5E0F451EF82BCF20	query	sp|P49768|PSN1_HUMAN Presenilin-1 OS=Homo sapiens OX=9606 GN=PSEN1 PE=1 SV=1
P54394	P54394	CRC-5E2DE3531C18A8C4	query	sp|P54394|DING_BACSU 3'-5' exonuclease DinG OS=Bacillus subtilis (strain 168) OX=224308 GN=dinG PE=3 SV=1
Q15303-3	Q15303	CRC-5E4AE80985D88761	query	sp|Q15303|ERBB4_HUMAN Receptor tyrosine-protein kinase erbB-4 OS=Homo sapiens OX=9606 GN=ERBB4 PE=1 SV=1
P11103	P11103	CRC-5E54C3E5F60BB922	query	sp|P11103|PARP1_MOUSE Poly [ADP-ribose] polymerase 1 OS=Mus musculus OX=10090 GN=Parp1 PE=1 SV=3
O94907	O94907	CRC-5E878B2CCE4236BA	query	sp|O94907|DKK1_HUMAN Dickkopf-related protein 1 OS=Homo sapiens OX=9606 GN=DKK1 PE=1 SV=1
P27918	P27918	CRC-5EB42B63F0283917	query	sp|P27918|PROP_HUMAN Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2
Q9WTJ5	Q9WTJ5	CRC-5EC97385EA11DF97	query	sp|Q9WTJ5|RAMP1_MOUSE Receptor activity-modifying protein 1 OS=Mus musculus OX=10090 GN=Ramp1 PE=1 SV=1
O14776	O14776	CRC-5F0A0C3A07EBF00F	query	sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2
P27487	P27487	CRC-5FB4A2C6662D6117	query	sp|P27487|DPP4_HUMAN Dipeptidyl peptidase 4 OS=Homo sapiens OX=9606 GN=DPP4 PE=1 SV=2
Q9H2X6	Q9H2X6	CRC-6022D5710E8D2D93	query	sp|Q9H2X6|HIPK2_HUMAN Homeodomain-interacting protein kinase 2 OS=Homo sapiens OX=9606 GN=HIPK2 PE=1 SV=2
O14763	O14763	CRC-60358EAF2A835870	query	sp|O14763|TR10B_HUMAN Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens OX=9606 GN=TNFRSF10B PE=1 SV=2
O75771	O75771	CRC-6038DA9356DF354A	query	sp|O75771|RA51D_HUMAN DNA repair protein RAD51 homolog 4 OS=Homo sapiens OX=9606 GN=RAD51D PE=1 SV=1
Q9N3C8	Q9N3C8	CRC-604973C824B7AA0A	query	tr|Q9N3C8|Q9N3C8_CAEEL ADP-ribosylation factor-related protein 1 OS=Caenorhabditis elegans OX=6239 GN=CELE_Y54E10BR.2 PE=1 SV=1
Q14209	Q14209	CRC-60541F4235507005	query	sp|Q14209|E2F2_HUMAN Transcription factor E2F2 OS=Homo sapiens OX=9606 GN=E2F2 PE=1 SV=1
Q9FIG9	Q9FIG9	CRC-608E776FBA73FECF	query	sp|Q9FIG9|ARC6_ARATH Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ARC6 PE=1 SV=1
P70644	P70644	CRC-60B08E60EABA9F77	query	tr|P70644|P70644_RAT Receptor type protein tyrosine phosphatase m (Fragment) OS=Rattus norvegicus OX=10116 GN=RPTPm PE=2 SV=1
P62995	P62995	CRC-60B310C8BA443E28	query	sp|P62995|TRA2B_HUMAN Transformer-2 protein homolog beta OS=Homo sapiens OX=9606 GN=TRA2B PE=1 SV=1
P62136	P62136	CRC-60C37E1AD9831DAC	query	sp|P62136|PP1A_HUMAN Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1
Q9BV47	Q9BV47	CRC-60E944304905086D	query	sp|Q9BV47|DUS26_HUMAN Dual specificity protein phosphatase 26 OS=Homo sapiens OX=9606 GN=DUSP26 PE=1 SV=1
Q9LHE5	Q9LHE5	CRC-60F108524F91E1E4	query	sp|Q9LHE5|TO401_ARATH Mitochondrial import receptor subunit TOM40-1 OS=Arabidopsis thaliana OX=3702 GN=TOM40-1 PE=1 SV=3
Q16512	Q16512	CRC-61360295EC70BB8E	query	sp|Q16512|PKN1_HUMAN Serine/threonine-protein kinase N1 OS=Homo sapiens OX=9606 GN=PKN1 PE=1 SV=2
P35439	P35439	CRC-613D36E38F05BC73	query	sp|P35439|NMDZ1_RAT Glutamate receptor ionotropic, NMDA 1 OS=Rattus norvegicus OX=10116 GN=Grin1 PE=1 SV=1
P62988	P62979	CRC-617BC63DF3A904F7	query	sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2
Q9UKC9	Q9UKC9	CRC-61938E434618BA3D	query	sp|Q9UKC9|FBXL2_HUMAN F-box/LRR-repeat protein 2 OS=Homo sapiens OX=9606 GN=FBXL2 PE=1 SV=3
Q9UHX1	Q9UHX1	CRC-619F3C30D1C5951C	query	sp|Q9UHX1|PUF60_HUMAN Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1
P36871	P36871	CRC-61A26C19107D467A	query	sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3
Q8BP92	Q8BP92	CRC-62195C004F8D7C9D	query	sp|Q8BP92|RCN2_MOUSE Reticulocalbin-2 OS=Mus musculus OX=10090 GN=Rcn2 PE=1 SV=1
Q9Y333	Q9Y333	CRC-623591A09A6ABACE	query	sp|Q9Y333|LSM2_HUMAN U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1
Q9Y5C1	Q9Y5C1	CRC-6279465FEEB91F56	query	sp|Q9Y5C1|ANGL3_HUMAN Angiopoietin-related protein 3 OS=Homo sapiens OX=9606 GN=ANGPTL3 PE=1 SV=1
Q9Z2V6	Q9Z2V6	CRC-63071AF45B87815A	query	sp|Q9Z2V6|HDAC5_MOUSE Histone deacetylase 5 OS=Mus musculus OX=10090 GN=Hdac5 PE=1 SV=2
Q07325	Q07325	CRC-630F8FCFCE125709	query	sp|Q07325|CXCL9_HUMAN C-X-C motif chemokine 9 OS=Homo sapiens OX=9606 GN=CXCL9 PE=1 SV=1
P22003	P22003	CRC-631277413CCC22EE	query	sp|P22003|BMP5_HUMAN Bone morphogenetic protein 5 OS=Homo sapiens OX=9606 GN=BMP5 PE=1 SV=1
P12465	P12465	CRC-631E52784742B06B	query	sp|P12465|RPOC2_CHLVU DNA-directed RNA polymerase subunit beta'' OS=Chlorella vulgaris OX=3077 GN=rpoC2 PE=3 SV=2
P15018	P15018	CRC-634CD10BFF67A217	query	sp|P15018|LIF_HUMAN Leukemia inhibitory factor OS=Homo sapiens OX=9606 GN=LIF PE=1 SV=1
Q3UMR0	Q3UMR0	CRC-63636820D0CC4D2C	query	sp|Q3UMR0|ANR27_MOUSE Ankyrin repeat domain-containing protein 27 OS=Mus musculus OX=10090 GN=Ankrd27 PE=1 SV=2
Q02040	Q02040	CRC-639E88ECA8006CF2	query	sp|Q02040|AK17A_HUMAN A-kinase anchor protein 17A OS=Homo sapiens OX=9606 GN=AKAP17A PE=1 SV=2
Q9H204	Q9H204	CRC-63DE023972908066	query	sp|Q9H204|MED28_HUMAN Mediator of RNA polymerase II transcription subunit 28 OS=Homo sapiens OX=9606 GN=MED28 PE=1 SV=1
O43623	O43623	CRC-63F068C8E6B275D4	query	sp|O43623|SNAI2_HUMAN Zinc finger protein SNAI2 OS=Homo sapiens OX=9606 GN=SNAI2 PE=1 SV=1
O00626	O00626	CRC-641FCE999586A7D2	query	sp|O00626|CCL22_HUMAN C-C motif chemokine 22 OS=Homo sapiens OX=9606 GN=CCL22 PE=1 SV=2
Q70SY1	Q70SY1	CRC-64699072EEB454D3	query	sp|Q70SY1|CR3L2_HUMAN Cyclic AMP-responsive element-binding protein 3-like protein 2 OS=Homo sapiens OX=9606 GN=CREB3L2 PE=1 SV=3
P00709	P00709	CRC-647F448733B06D65	query	sp|P00709|LALBA_HUMAN Alpha-lactalbumin OS=Homo sapiens OX=9606 GN=LALBA PE=1 SV=1
Q99N11	Q99N11	CRC-64953325E88AB577	query	sp|Q99N11|DUS22_MOUSE Dual specificity protein phosphatase 22 OS=Mus musculus OX=10090 GN=Dusp22 PE=1 SV=1
Q13571	Q13571	CRC-64A9B3F09C14FCE7	query	sp|Q13571|LAPM5_HUMAN Lysosomal-associated transmembrane protein 5 OS=Homo sapiens OX=9606 GN=LAPTM5 PE=1 SV=1
Q8WU68	Q8WU68	CRC-64BA09EEDE3FB093	query	sp|Q8WU68|U2AF4_HUMAN Splicing factor U2AF 26 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1L4 PE=1 SV=2
Q7TPV4	Q7TPV4	CRC-64D3420981CD0767	query	sp|Q7TPV4|MBB1A_MOUSE Myb-binding protein 1A OS=Mus musculus OX=10090 GN=Mybbp1a PE=1 SV=2
Q86UR1	Q86UR1	CRC-64DFBF64C59722AD	query	sp|Q86UR1|NOXA1_HUMAN NADPH oxidase activator 1 OS=Homo sapiens OX=9606 GN=NOXA1 PE=1 SV=1
P09951	P09951	CRC-65799FEF7CFE18B5	query	sp|P09951|SYN1_RAT Synapsin-1 OS=Rattus norvegicus OX=10116 GN=Syn1 PE=1 SV=3
Q8TBX8	Q8TBX8	CRC-65D1CBCF0826D476	query	sp|Q8TBX8|PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3
Q9UJW3	Q9UJW3	CRC-65EC2AB7492D53B3	query	sp|Q9UJW3|DNM3L_HUMAN DNA (cytosine-5)-methyltransferase 3-like OS=Homo sapiens OX=9606 GN=DNMT3L PE=1 SV=3
O95150	O95150	CRC-65ED70E367E3446D	query	sp|O95150|TNF15_HUMAN Tumor necrosis factor ligand superfamily member 15 OS=Homo sapiens OX=9606 GN=TNFSF15 PE=1 SV=2
P07321	P07321	CRC-65F94E214E0DEF2E	query	sp|P07321|EPO_MOUSE Erythropoietin OS=Mus musculus OX=10090 GN=Epo PE=2 SV=1
P02753	P02753	CRC-660C6DD8CC9B811A	query	sp|P02753|RET4_HUMAN Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3
P54921	P54921	CRC-662356859DF0BA3F	query	sp|P54921|SNAA_RAT Alpha-soluble NSF attachment protein OS=Rattus norvegicus OX=10116 GN=Napa PE=1 SV=2
P97946	P97946	CRC-6636B17FBF07037C	query	sp|P97946|VEGFD_MOUSE Vascular endothelial growth factor D OS=Mus musculus OX=10090 GN=Vegfd PE=2 SV=1
